Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,ASP.NET WebForms,ASP.NET Razor Pages,,ML.NET,Windows Forms (WinForms),,,,,,Angular,Blazor,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,GitHub,,C#,,,TypeScript,JavaScript,Java,,,,,,,C#,,,TypeScript,JavaScript,Java,C++,,,,,,,,,,,,,,Go,Rust,Dart,,,Google Cloud Platform,Microsoft Azure,,,,,,Newtonsoft.Json  EntityFramework,Not so familiar,Approve,Apache Foundation,,Eclipse Foundation,,,.NET Foundation,,,Met expectations,Met expectations,I not much familiar with .NET foundation ,-,Strongly approve,Agree,Agree,,,,,,,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",,,,No,No,No,Yes,,Yes,,Male,,Asia,,"Under $15,000",Nov-50,10-Feb,1 to 4 years,,,,Database adminstrator,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,"Developer, mobile",,,,,,,,,
,,,,,,Web apps,,,,.NET Framework 4.0 – 4.7.2,,,,,,,,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,,ASP.NET WebForms,ASP.NET Razor Pages,,,,,,,,,Angular,,React,,,,,Visual Studio,Visual Studio Code,,,,GitHub,,C#,,,,JavaScript,,,Python,,,,,C#,,,,JavaScript,,,Python,,,,,C#,,,,JavaScript,Java,,Python,Go,,,,Amazon Web Services,,Microsoft Azure,,,,,,.NET. The NuGet,Very familiar,Strongly approve,,,,Linux Foundation,,.NET Foundation,,,Exceeded expectations,Met expectations,It was very helpful to understand new technical updates.,No improvements needed.,Strongly approve,Strongly agree,Strongly agree,,,,,,,Maintainer (leads an open source project),,,,,No,Yes,Yes,Yes,,Yes,,Female,,Other (please specify),Canada,"Under $15,000",10-Feb,1,1 to 4 years,,,,,Designer,"Developer, backend",,,,,,,"Developer, DevOps",Educator,,,,,,,
,,,,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,,,,,,,,,ASP.NET MVC,ASP.NET Web API,,,ASP.NET WebForms,,,,,,,,,,,,React,,,,,,,,,JetBrains Rider,GitHub,,C#,VB.NET,,TypeScript,,,,,,,,,C#,VB.NET,,TypeScript,,,,,,,,,C#,,F#,TypeScript,,,,,,,,,Amazon Web Services,,Microsoft Azure,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,Mobile apps,,Web apps,Web services / APIs,,,,,,.NET Core 2.1 LTS,,,.NET Core 3.1 LTS,.NET 5,Mono / Xamarin,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,ASP.NET SignalR,,,Xamarin,,,,,,,,Angular,Blazor,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,Go,Rust,,,Amazon Web Services,,Microsoft Azure,,,,,,,Very familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,3,6,4,2,5,1,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,North America,,"Over $150,000",Nov-50,Nov-50,20 years or more,Business analyst,,,,,"Developer, backend",,,,"Developer, fullstack",,,"Developer, DevOps",,,,,,"Executive (CXO, VP, etc.)",,
Console apps,,Libraries,,Mobile apps,Native desktop apps,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,Mono / Xamarin,UWP,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,,,ASP.NET Razor Pages,Xamarin,,,Windows Presentation Foundation (WPF),Universal Windows Platform (UWP),,,,,Blazor,React,,,,,Visual Studio,Visual Studio Code,Visual Studio for Mac,.NET Command Line Interface (CLI),JetBrains Rider,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,,C#,VB.NET,,TypeScript,JavaScript,,,Python,,,,,,,,,,,,,,Rust,,,Amazon Web Services,Google Cloud Platform,Microsoft Azure,,,,,,Newtonsoft.Json  Microsoft.EntityFrameworkCore  Moq  Xunit  Microsoft.AspNet.Mvc   Microsoft.Graph.Core  Avalonia  ReactiveUI,Very familiar,Approve,Apache Foundation,,,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,Constant communication. Product roadmap updates.,,Approve,Strongly agree,Strongly agree,1,2,3,4,6,5,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,Europe,,Prefer not to say,Nov-50,10-Feb,1 to 4 years,Business analyst,,,Database adminstrator,Designer,,,,,"Developer, fullstack",,,,,,,,,,,
,,,,,Native desktop apps,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,,ASP.NET Web API,,ASP.NET SignalR,,ASP.NET Razor Pages,,,Windows Forms (WinForms),,,,,,,,,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,,,,,C#,VB.NET,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,C#,VB.NET,F#,TypeScript,JavaScript,,C++,Python,,Rust,,,,,Microsoft Azure,,,,,,Resharper  entity framework core  Openxml  Csharplibzip  ,Very familiar,Strongly approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Exceeded expectations,Exceeded expectations,Microsoft released .net core in open source and c# compiler so that helped to reach larger developers  Individual developer small businesses can grow using .net technology,"There were some cross platform open source projects which can make into future .net  Like Eto.Form which can help to make winforms cross platform, this will help to reach .net in linux desktop as well with single code base",Strongly approve,Strongly agree,Strongly agree,5,2,6,1,4,3,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,Asia,,"Between $15,000 and $29,999","10,000+",10-Feb,5 to 9 years,,,,,,"Developer, backend",,"Developer, enterprise",,"Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,Microservices,,Native desktop apps,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,,,,,,Windows Forms (WinForms),,,,,,,,React,,,,,Visual Studio,Visual Studio Code,,,,GitHub,,C#,,,,,,,,,,,,C#,,,,JavaScript,,,,,,,,,,,TypeScript,,,,Python,,,,,Amazon Web Services,,Microsoft Azure,,,,,,EFcore,Very familiar,Strongly approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),,,,.NET Foundation,,,Exceeded expectations,Exceeded expectations,Events based on latest topics are the best thing from .net foundation. Thanks,I don't have anything specific as I got whatever I want,Strongly approve,Strongly agree,Strongly agree,1,3,2,6,4,5,,,Consumer (downloads and uses),,,No,No,No,Yes,,Yes,,Male,,Asia,,"Under $15,000","501-1,000",10-Feb,10 to 14 years,,,,,,,,"Developer, enterprise",,"Developer, fullstack",,,,,,,,,,,Technical Architect
,,,,,,Web apps,,,,,,,.NET Core 2.1 LTS,,,,,,,,,ASP.NET MVC,,,,,,,,,,,,,,,Blazor,,,,,,,Visual Studio Code,,,,,,C#,,,,,,,,,,,,C#,,,,,,,,,,,,C#,,,,,,,,,,,,,Google Cloud Platform,,,,,,,,Very familiar,Neither approve nor disapprove,,,,,,,,,Met expectations,,,,Strongly disapprove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Games,Libraries,Microservices,Mobile apps,Native desktop apps,Web apps,,,,,.NET Framework 4.8,,,,,,.NET 5,,UWP,,,,,ASP.NET Blazor,,,,,ML.NET,Windows Forms (WinForms),Windows Presentation Foundation (WPF),Universal Windows Platform (UWP),,Unity,,,,React,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,,,GitHub,,C#,,,TypeScript,JavaScript,,C++,Python,,,,,C#,,,TypeScript,JavaScript,,C++,Python,,,,,,,,,,,,,,Rust,,,Amazon Web Services,,Microsoft Azure,,,,,,,Extremely familiar,Strongly approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,"Open, community centric. Supportive of diversity",,Strongly approve,Strongly agree,Agree,3,4,2,5,6,1,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),Sponsor (financial support),,Don't Know,Yes,Yes,Yes,,Yes,,Male,,North America,,Prefer not to say,,51-100,15 to 19 years,,,,,,,,,,,,,,,,,,,,,Architect 
Console apps,,,,,Native desktop apps,,Web services / APIs,,.NET Framework 3.5 or earlier,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,,.NET Core 2.1 LTS,.NET Core 2.2,,.NET Core 3.1 LTS,,,,,Entity Framework,,,,,,,,,Windows Forms (WinForms),,,,,,,,,,,Not writing single-page apps,,Visual Studio,,,,,,,C#,,,,,,,,,,,,C#,,,,,,C++,,,,,,,,,,,,,Python,,Rust,,,,,,,,,,,Serilog,Not at all familiar,,Apache Foundation,,,Linux Foundation,,.NET Foundation,,,,,,,Strongly approve,Strongly agree,Strongly agree,1,3,4,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mobile apps,,Web apps,Web services / APIs,,,,,,,,,,.NET 5,,,,Entity Framework,,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,,,,,,,,,,,Angular,Blazor,,,,,,Visual Studio,Visual Studio Code,,,,,Webstorm,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,,,,,,,,,,Rust,,,Amazon Web Services,,Microsoft Azure,,,,,,Radzen,Somewhat familiar,Approve,Apache Foundation,,,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Exceeded expectations,Exceeded expectations,,,Approve,Agree,Agree,5,3,1,4,6,2,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,North America,,"Between $75,000 and $99,999",1,1,15 to 19 years,,,,,Designer,"Developer, backend",,,"Developer, frontend","Developer, fullstack",,"Developer, mobile","Developer, DevOps",,,,,,,,
,,,,,Native desktop apps,,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,,ASP.NET Web API,ASP.NET Blazor,,,,,,,,,,,,,Blazor,,,,,,Visual Studio,,,,,GitHub,,C#,,,,,,,,,,,,C#,,,,,,C++,,,,,,,,,,,,,,Go,,,,,,Microsoft Azure,,,,,,,Somewhat familiar,Approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,3,4,1,5,6,2,,,Consumer (downloads and uses),,,No,No,Don't Know,Yes,,Don't Know,,Male,,North America,,"Between $100,000 and $150,000","1,001-5000",10-Feb,5 to 9 years,,,,,,,,,,"Developer, fullstack",,,"Developer, DevOps",,,,,,,,
,,,Microservices,Mobile apps,Native desktop apps,Web apps,Web services / APIs,,,,.NET Framework 4.8,,,,.NET Core 3.0,,.NET 5,,,,,,ASP.NET Web API,,ASP.NET SignalR,,,Xamarin,,Windows Forms (WinForms),,,,,,,Blazor,React,,,,,Visual Studio,Visual Studio Code,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,,,Microsoft Azure,,,,,,,Very familiar,Approve,,Cloud Native Computing Foundation (CNCF),,,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,1,2,5,3,6,4,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Don't Know,,Male,,Asia,,Prefer not to say,201-500,100+,15 to 19 years,,,,,,"Developer, backend","Developer, devices","Developer, enterprise","Developer, frontend","Developer, fullstack",,"Developer, mobile","Developer, DevOps",,,,,,,,
,,,Microservices,,,,Web services / APIs,,,,,,.NET Core 2.1 LTS,,,.NET Core 3.1 LTS,,,,,,,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,,,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,,TypeScript,,,,,,,,,C#,,,TypeScript,,,,,,,,,,,,,,,,,Go,,,,,,Microsoft Azure,,,,,,"Dapper ,  Murmur3 Hash, Rensi.SSH",Extremely familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,.NET Foundation,,,Exceeded expectations,Exceeded expectations,Clear commitment to transparency,Figure out some way to encourage the .net ecosystem to replace java apps like ElasticSearch/Cassandra.  Basically just get the .net ecosystem to tackle big projects.,Strongly approve,Strongly agree,Strongly agree,3,6,1,5,4,2,,,Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,North America,,"Over $150,000",51-200,10-Feb,15 to 19 years,,,,,,,,,,"Developer, fullstack",,,,,,,,,"Executive (CXO, VP, etc.)",,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,,,,,,.NET 5,,,,,,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,,ASP.NET Razor Pages,,,,Windows Presentation Foundation (WPF),,Windows Communication Foundation (WCF),,,,Blazor,,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,Python,Go,,,,,,,,,,,Python,,Rust,,,,,Microsoft Azure,,,,,,"Xunit, Serilog, Shoudly, ",Somewhat familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,,,.NET Foundation,,,Met expectations,Met expectations,"Backs several key projects, seeks some non-Microsoft input/membership",Visibility of what they've done recently to the average developer,Approve,Agree,Agree,5,4,3,6,2,1,,,Consumer (downloads and uses),,,No,No,Don't Know,Yes,,Yes,,Male,,North America,,Prefer not to say,"1,001-5000",10-Feb,15 to 19 years,,,,,,"Developer, backend",,,"Developer, frontend","Developer, fullstack",,,"Developer, DevOps",,,,,,,,
Console apps,Games,,,,,,,,,.NET Framework 4.0 – 4.7.2,,,,,,,,,,,,,,ASP.NET Blazor,ASP.NET SignalR,,,,,,,,,,,,,,Vue,,,,,,Visual Studio for Mac,,,,,,,,,,,C++,Python,,,,,,,,,,,,Python,,,,,,,,TypeScript,,,,,,,,,,,Microsoft Azure,Oracle Cloud,,,,,,Extremely familiar,Strongly approve,,Cloud Native Computing Foundation (CNCF),,,,,,,,Exceeded expectations,,,Neither approve nor disapprove,Strongly agree,Strongly agree,1,4,2,5,3,6,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",,,,No,No,Yes,Yes,,Yes,,Male,,Asia,,"Under $15,000",1,1,Less than 6 months,,,,,,,,,,,,,"Developer, DevOps",,,,,,,,
Console apps,,,Microservices,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,,ASP.NET Blazor,,,,,,,,,,,,,Blazor,,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,,,,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,,,F#,,,,,,,,,,Amazon Web Services,,Microsoft Azure,,,,,,,Somewhat familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Met expectations,Met expectations,,,Strongly approve,Strongly agree,Strongly agree,3,2,1,4,6,5,,,Consumer (downloads and uses),,,No,Yes,Don't Know,Yes,,Yes,,Male,,North America,,"Between $100,000 and $150,000","1,001-5000",10-Feb,15 to 19 years,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,,,,,,,,,
Console apps,,,,,,Web apps,,,,,,,,,,,.NET 5,,,,,,,ASP.NET Blazor,,,,,,,Windows Presentation Foundation (WPF),,,,,,Blazor,,,,,,Visual Studio,,,,,,,C#,,,,,,,,,,,,C#,,,,,,,Python,,,,,C#,,,,,,,,,,,,,,Microsoft Azure,,,,,,Serilog,Very familiar,Strongly approve,,,,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,It's contribution to the community  ,It's channel on YouTube,Approve,Strongly agree,Strongly agree,1,2,4,3,6,5,,,Consumer (downloads and uses),,,No,No,Don't Know,Don't know,I didn't,Don't Know,I didn't,Male,,South America,,"Between $30,000 and $49,999",1,1,Less than 6 months,,,,,,,,,,"Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,,Mobile apps,Native desktop apps,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,,,.NET Core 3.1 LTS,,Mono / Xamarin,,,Entity Framework,,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,ASP.NET WebForms,ASP.NET Razor Pages,Xamarin,,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,,,,,Blazor,,,,,,Visual Studio,Visual Studio Code,Visual Studio for Mac,.NET Command Line Interface (CLI),,,,C#,VB.NET,,,,,,,,,,,C#,VB.NET,,,,,,,,,,,,,,,JavaScript,,,Python,,,,,,,Microsoft Azure,,,,,,,Extremely familiar,Strongly approve,Apache Foundation,,,Linux Foundation,,,,,Met expectations,Met expectations,,,Approve,Agree,Agree,5,2,,3,4,,,,Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,Europe,,"Between $30,000 and $49,999",Nov-50,10-Feb,20 years or more,,,,,,,,,,"Developer, fullstack",,"Developer, mobile","Developer, DevOps",,,Researcher,,Product manager,,,
,,,Microservices,Mobile apps,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,,,ASP.NET Razor Pages,,,,,,,,,,Blazor,,Vue,,,,Visual Studio,Visual Studio Code,,,,GitHub,,C#,,,,,,C++,,,,,,C#,,,,,,C++,,,,,,,,,TypeScript,,,,,Go,,,,Amazon Web Services,,Microsoft Azure,,,,,,System.Text.Json  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,,Microservices,Mobile apps,,,,,,.NET Framework 4.0 – 4.7.2,,,,,,,,,,,Entity Framework,,,,,,,,,Windows Forms (WinForms),,,,Unity,,Angular,,React,Vue,,,,Visual Studio,Visual Studio Code,,,,GitHub,,,,,TypeScript,JavaScript,Java,C++,Python,Go,,,,,,,TypeScript,JavaScript,Java,C++,Python,Go,,,,,,,TypeScript,JavaScript,Java,C++,Python,Go,,,,Amazon Web Services,Google Cloud Platform,Microsoft Azure,,,,,,,Somewhat familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,,,,Met expectations,Met expectations,,,Strongly approve,Strongly agree,Neither agree nor disagree,4,1,5,6,3,2,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,No,Yes,No,Don't know,,Yes,,Male,,Asia,,"Between $15,000 and $29,999",201-500,51-100,6 months to 1 year,,,,,,,,,,,,,"Developer, DevOps",,,,,,,Systems admin,
Console apps,,,,,,Web apps,,,,,,,,,,,.NET 5,,,,,,,ASP.NET Blazor,,,,,,,,,,,,,Blazor,,,,,,Visual Studio,,,,,,,C#,,,,,,,,,,,,C#,,,,,,,Python,,,,,C#,,,,,,,,,,,,,,Microsoft Azure,,,,,,,Somewhat familiar,Strongly approve,,,,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,It's contributions to the community,,Approve,Strongly agree,Strongly agree,5,2,4,1,3,6,,,Consumer (downloads and uses),,,No,No,Don't Know,Don't know,,Don't Know,,Male,,South America,,"Between $30,000 and $49,999",1,1,Less than 6 months,,,,,,,,,,"Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,,,,,Web services / APIs,,,,,,,,,,.NET 5,,,,,,ASP.NET Web API,ASP.NET Blazor,,,,,ML.NET,,,,,,,,Blazor,,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,F#,TypeScript,JavaScript,,,Python,,,,,C#,,F#,TypeScript,JavaScript,,,Python,,,,,C#,,F#,,,,,,,Rust,,,Amazon Web Services,,Microsoft Azure,,,,,,"automapper, serilog, xunit, polly, Spectre.Console, System.CommandLine, FluentAssertions, Npgsql, ",Somewhat familiar,Neither approve nor disapprove,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,3,1,2,4,6,5,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Male,,North America,,"Between $75,000 and $99,999",201-500,10-Feb,5 to 9 years,,,,,,"Developer, backend",,,,"Developer, fullstack",,,,,,,,,,,
,,Libraries,,,,,,,,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,.NET Core 2.0 or earlier,.NET Core 2.1 LTS,.NET Core 2.2,.NET Core 3.0,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,,ASP.NET Web API,ASP.NET Blazor,,,,,,,,,,Unity,,,,React,,,,,Visual Studio,Visual Studio Code,,,JetBrains Rider,GitHub,,C#,,,,,Java,,Python,Go,,,,C#,,,,JavaScript,Java,,,Go,,,,C#,,,,JavaScript,Java,,,Go,Rust,,,,Google Cloud Platform,Microsoft Azure,,,,,,,Extremely familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,,,,,,,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,North America,,"Over $150,000","5,001-10,000",10-Feb,10 to 14 years,,,,,,,,,,"Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,,Mobile apps,Native desktop apps,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,.NET Core 2.2,,.NET Core 3.1 LTS,,Mono / Xamarin,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,,,Xamarin,,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,,,,Angular,Blazor,,Vue,,,,Visual Studio,Visual Studio Code,,,,GitHub,,C#,,,TypeScript,JavaScript,,,Python,,,,,C#,,,TypeScript,JavaScript,,,Python,,,,,,,,,,Java,,,Go,,,,Amazon Web Services,,Microsoft Azure,,,,,,Json.Net  AWSSDK  Hangfire  AppInsight  Asp.Net.*  Microaosft.Azur.*  Microsoft.EntityFrameworkCore.*  NETStandard.Library  Serilog  StackExchange.Redis,Somewhat familiar,Strongly approve,Apache Foundation,,,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,1,3,2,6,4,5,,,Consumer (downloads and uses),,,No,Yes,Don't Know,Yes,,Yes,,Male,,North America,,"Between $100,000 and $150,000","5,001-10,000",Nov-50,15 to 19 years,,,,,,"Developer, backend",,,"Developer, frontend","Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,,Mobile apps,Native desktop apps,Web apps,Web services / APIs,,.NET Framework 3.5 or earlier,,.NET Framework 4.8,,,,,,.NET 5,Mono / Xamarin,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,ASP.NET WebForms,ASP.NET Razor Pages,Xamarin,,Windows Forms (WinForms),,,Windows Communication Foundation (WCF),,,,,,,,Not writing single-page apps,,Visual Studio,,,,,GitHub,,C#,,,,,,,,,,,XAML,C#,,,,,Java,,,,,,XAML,C#,,,,,Java,,,,,,,Amazon Web Services,,Microsoft Azure,,,,,Citrix ???,nlog  NewtonSoft,Not so familiar,Strongly approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Exceeded expectations,interesting articles,I haven't explored enough to properly rate yet.,Strongly approve,Strongly agree,Agree,5,3,2,4,6,1,,,Consumer (downloads and uses),,,No,No,Don't Know,Yes,,Yes,,Male,,North America,,"Between $50,000 and $74,999",201-500,10-Feb,15 to 19 years,Business analyst,,,Database adminstrator,,"Developer, backend","Developer, devices","Developer, enterprise","Developer, frontend","Developer, fullstack",,"Developer, mobile",,,,,,,,Systems admin,Technologist
